# simv0_comparison.dat  --  decoupled vs coupled at aligned times
#   (spatial results in simv0_spatial.dat; adaptive step was used)
# t(s)          T_dec(K)       T_coup(K)      WS(m/s)        G_eff(W/m2)    h_eff(W/m2K)   P_dec(W)       P_coup(W)
   63900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   64000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   64100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   64200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   64300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   64400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   64500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   64600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   64700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   64800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   64900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   65000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   65100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   65200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   65300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   65400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   65500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   65600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   65700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   65800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   65900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   66000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   66100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   66200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   66300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   66400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   66500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   66600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   66700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   66800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   66900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   67000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   67100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   67200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   67300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   67400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   67500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   67600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   67700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   67800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   67900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   68000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   68100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   68200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   68300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   68400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   68500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   68600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   68700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   68800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   68900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   69000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   69100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   69200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   69300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   69400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   69500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   69600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   69700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   69800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   69900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   70000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   70100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   70200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   70300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   70400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   70500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   70600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   70700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   70800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   70900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   71000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   71100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   71200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   71300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   71400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   71500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   71600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   71700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   71800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   71900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   72000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   72100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   72200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   72300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   72400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   72500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   72600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   72700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   72800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   72900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   73000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   73100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   73200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   73300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   73400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   73500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   73600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   73700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   73800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   73900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   74000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   74100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   74200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   74300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   74400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   74500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   74600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   74700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   74800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   74900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   75000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   75100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   75200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   75300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   75400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   75500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   75600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   75700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   75800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   75900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   76000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   76100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   76200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   76300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   76400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   76500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   76600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   76700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   76800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   76900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   77000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   77100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   77200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   77300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   77400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   77500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   77600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   77700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   77800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   77900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   78000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   78100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   78200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   78300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   78400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   78500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   78600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   78700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   78800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   78900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   79000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   79100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   79200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   79300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   79400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   79500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   79600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   79700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   79800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   79900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   80000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   80100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   80200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   80300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   80400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   80500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   80600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   80700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   80800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   80900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   81000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   81100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   81200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   81300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   81400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   81500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   81600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   81700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   81800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   81900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   82000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   82100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   82200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   82300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   82400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   82500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   82600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   82700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   82800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   82900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   83000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   83100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   83200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   83300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   83400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   83500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   83600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   83700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   83800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   83900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   84000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   84100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   84200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   84300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   84400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   84500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   84600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   84700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   84800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   84900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   85000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   85100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   85200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   85300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   85400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   85500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   85600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   85700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   85800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   85900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   86000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   86100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   86200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   86300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   86400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
