# simv0 diagnostic: method selection + RK45 step-size log
# DECOUPLED method: Classical RK4
#   reason: Stiffness: tau/h=   3.9 < 5, tol=  0.100 K: O(h^4) accuracy
# COUPLED   method: Classical RK4
#   reason: BTE-NS coupling, tau/h=   3.9, tol=  0.100 K: O(h^4) accuracy
# SPATIAL   method: RK45 Dormand-Prince (adaptive)
#   reason: Spatial 1D PDE, tau/h=   3.9: adaptive error control essential
#
# RK45 adaptive log (spatial mode only):
# t(s)          h_used(s)      err_norm       accept
          0.000     100.000000***************  REJECT
      73037.053       2.392122       0.486904  ACCEPT
      73039.445       2.486206       0.506699  ACCEPT
      73041.931       2.563478       0.635563  ACCEPT
      73044.494       2.526041       0.737573  ACCEPT
      73047.020       2.416139       0.656976  ACCEPT
      73049.437       2.365127       0.511515  ACCEPT
      73051.802       2.434026       0.469644  ACCEPT
      73054.236       2.548086       0.566021  ACCEPT
      73056.784       2.569746       0.725073  ACCEPT
      73059.354       2.466359       0.732079  ACCEPT
      73061.820       2.362584       0.568702  ACCEPT
      73064.183       2.380416       0.458461  ACCEPT
      73066.563       2.504003       0.497155  ACCEPT
      73069.067       2.591666       0.666153  ACCEPT
      73071.659       2.529919       0.782783  ACCEPT
      73074.189       2.391228       0.656610  ACCEPT
      73076.580       2.341003       0.480868  ACCEPT
      73078.921       2.439154       0.446673  ACCEPT
      73081.360       2.579192       0.578302  ACCEPT
      73083.939       2.589973       0.778633  ACCEPT
      73086.529       2.450593       0.759128  ACCEPT
      73088.980       2.330509       0.543840  ACCEPT
      73091.310       2.369185       0.426194  ACCEPT
      73093.679       2.528833       0.489438  ACCEPT
      73096.208       2.625567       0.709787  ACCEPT
      73098.834       2.530697       0.839233  ACCEPT
      73101.364       2.358881       0.650289  ACCEPT
      73103.723       2.313808       0.444319  ACCEPT
      73106.037       2.449237       0.422718  ACCEPT
      73108.486       2.618565       0.598736  ACCEPT
      73111.105       2.611312       0.850234  ACCEPT
      73113.716       2.427692       0.786831  ACCEPT
      73116.144       2.292238       0.511013  ACCEPT
      73118.436       2.359478       0.391114  ACCEPT
      73120.796       2.562110       0.484781  ACCEPT
      73123.358       2.665208       0.770837  ACCEPT
      73126.023       2.526860       0.908178  ACCEPT
      73128.550       2.318406       0.635989  ACCEPT
      73130.868       2.284242       0.402989  ACCEPT
      73133.153       2.465620       0.398863  ACCEPT
      73135.618       2.666882       0.630027  ACCEPT
      73138.285       2.632537       0.944395  ACCEPT
      73140.918       2.396548       0.812785  ACCEPT
      73143.314       2.248193       0.470671  ACCEPT
      73145.562       2.352516       0.354867  ACCEPT
      73147.915       2.604725       0.484501  ACCEPT
      73150.520       2.709852       0.854166  ACCEPT
      73153.229       2.516979       0.989622  ACCEPT
      73155.746       2.270012       0.612395  ACCEPT
      73158.016       2.253536       0.359136  ACCEPT
      73160.270       2.489173       0.376384  ACCEPT
      73162.759       2.723776       0.674818  ACCEPT
      73165.483       2.652019       1.064801  REJECT
      73165.483       2.357032       0.533789  ACCEPT
      73167.840       2.405105       0.456931  ACCEPT
      73170.245       2.531666       0.529151  ACCEPT
      73172.777       2.587814       0.704980  ACCEPT
      73175.364       2.497700       0.768103  ACCEPT
      73177.862       2.369730       0.609130  ACCEPT
      73180.232       2.355045       0.461447  ACCEPT
      73182.587       2.474101       0.465965  ACCEPT
      73185.061       2.594116       0.625970  ACCEPT
      73187.655       2.564019       0.795905  ACCEPT
      73190.219       2.415413       0.710826  ACCEPT
      73192.635       2.327455       0.504015  ACCEPT
      73194.962       2.402343       0.428321  ACCEPT
      73197.364       2.561672       0.531425  ACCEPT
      73199.926       2.616241       0.757609  ACCEPT
      73202.542       2.489037       0.811779  ACCEPT
      73205.031       2.335534       0.590989  ACCEPT
      73207.367       2.335140       0.425722  ACCEPT
      73209.702       2.493045       0.449327  ACCEPT
      73212.195       2.633057       0.660099  ACCEPT
      73214.828       2.575022       0.865039  ACCEPT
      73217.403       2.385702       0.719709  ACCEPT
      73219.789       2.293123       0.467249  ACCEPT
      73222.082       2.403035       0.397862  ACCEPT
      73224.485       2.600496       0.539245  ACCEPT
      73227.086       2.648144       0.829572  ACCEPT
      73229.734       2.474078       0.861722  ACCEPT
      73232.208       2.293942       0.564273  ACCEPT
      73234.502       2.314872       0.386448  ACCEPT
      73236.817       2.519715       0.434063  ACCEPT
      73239.336       2.679682       0.709093  ACCEPT
      73242.016       2.583362       0.953073  ACCEPT
      73244.599       2.347483       0.722476  ACCEPT
      73246.947       2.254657       0.424557  ACCEPT
      73249.201       2.408439       0.366923  ACCEPT
      73251.610       2.648886       0.554453  ACCEPT
      73254.259       2.682457       0.926042  ACCEPT
      73256.941       2.451597       0.916217  ACCEPT
      73259.393       2.245391       0.528814  ACCEPT
      73261.638       2.295481       0.345723  ACCEPT
      73263.934       2.554881       0.421305  ACCEPT
      73266.489       2.733341       0.776736  ACCEPT
      73269.222       2.587507       1.061825  REJECT
      73269.222       2.300984       0.534835  ACCEPT
      73271.523       2.346994       0.396817  ACCEPT
      73273.870       2.541186       0.468587  ACCEPT
      73276.411       2.661466       0.737123  ACCEPT
      73279.073       2.545982       0.907245  ACCEPT
      73281.619       2.336431       0.666076  ACCEPT
      73283.955       2.280818       0.418443  ACCEPT
      73286.236       2.443464       0.392918  ACCEPT
      73288.679       2.650869       0.597871  ACCEPT
      73291.330       2.644290       0.917993  ACCEPT
      73293.974       2.420939       0.839482  ACCEPT
      73296.395       2.256441       0.497340  ACCEPT
      73298.652       2.335263       0.359034  ACCEPT
      73300.987       2.579594       0.462887  ACCEPT
      73303.567       2.708313       0.810748  ACCEPT
      73306.275       2.541933       0.995029  ACCEPT
      73308.817       2.290021       0.649761  ACCEPT
      73311.107       2.246629       0.374034  ACCEPT
      73313.354       2.461454       0.367322  ACCEPT
      73315.815       2.706604       0.632794  ACCEPT
      73318.522       2.669407       1.035159  REJECT
      73318.522       2.385920       0.536084  ACCEPT
      73320.908       2.432494       0.490834  ACCEPT
      73323.340       2.524105       0.559588  ACCEPT
      73325.864       2.551387       0.685419  ACCEPT
      73328.415       2.476439       0.707190  ACCEPT
      73330.892       2.388707       0.586288  ACCEPT
      73333.281       2.392122       0.486904  ACCEPT
      73335.673       2.486206       0.506699  ACCEPT
      73338.159       2.563478       0.635563  ACCEPT
      73340.722       2.526041       0.737573  ACCEPT
      73343.248       2.416139       0.656976  ACCEPT
      73345.665       2.365127       0.511515  ACCEPT
      73348.030       2.434026       0.469644  ACCEPT
      73350.464       2.548086       0.566021  ACCEPT
      73353.012       2.569746       0.725073  ACCEPT
      73355.582       2.466359       0.732079  ACCEPT
      73358.048       2.362584       0.568702  ACCEPT
      73360.411       2.380416       0.458461  ACCEPT
      73362.791       2.504003       0.497155  ACCEPT
      73365.295       2.591666       0.666153  ACCEPT
      73367.887       2.529919       0.782783  ACCEPT
      73370.417       2.391228       0.656610  ACCEPT
      73372.808       2.341003       0.480868  ACCEPT
      73375.149       2.439154       0.446673  ACCEPT
      73377.588       2.579192       0.578302  ACCEPT
      73380.167       2.589973       0.778633  ACCEPT
      73382.757       2.450593       0.759128  ACCEPT
      73385.208       2.330509       0.543840  ACCEPT
      73387.538       2.369185       0.426194  ACCEPT
      73389.907       2.528833       0.489438  ACCEPT
      73392.436       2.625567       0.709787  ACCEPT
      73395.062       2.530697       0.839233  ACCEPT
      73397.592       2.358881       0.650289  ACCEPT
      73399.951       2.313808       0.444319  ACCEPT
      73402.265       2.449237       0.422718  ACCEPT
      73404.714       2.618565       0.598736  ACCEPT
      73407.333       2.611312       0.850234  ACCEPT
      73409.944       2.427692       0.786831  ACCEPT
      73412.372       2.292238       0.511013  ACCEPT
      73414.664       2.359478       0.391114  ACCEPT
      73417.024       2.562110       0.484781  ACCEPT
      73419.586       2.665208       0.770837  ACCEPT
      73422.251       2.526860       0.908178  ACCEPT
      73424.778       2.318406       0.635989  ACCEPT
      73427.096       2.284242       0.402989  ACCEPT
      73429.381       2.465620       0.398863  ACCEPT
      73431.846       2.666882       0.630027  ACCEPT
      73434.513       2.632537       0.944395  ACCEPT
      73437.146       2.396548       0.812785  ACCEPT
      73439.542       2.248193       0.470671  ACCEPT
      73441.790       2.352516       0.354867  ACCEPT
      73444.143       2.604725       0.484501  ACCEPT
      73446.748       2.709852       0.854166  ACCEPT
      73449.457       2.516979       0.989622  ACCEPT
      73451.974       2.270012       0.612395  ACCEPT
      73454.244       2.253536       0.359136  ACCEPT
      73456.498       2.489173       0.376384  ACCEPT
      73458.987       2.723776       0.674818  ACCEPT
      73461.711       2.652019       1.064801  REJECT
      73461.711       2.357032       0.533789  ACCEPT
      73464.068       2.405105       0.456931  ACCEPT
      73466.473       2.531666       0.529151  ACCEPT
      73469.005       2.587814       0.704980  ACCEPT
      73471.592       2.497700       0.768103  ACCEPT
      73474.090       2.369730       0.609130  ACCEPT
      73476.460       2.355045       0.461447  ACCEPT
      73478.815       2.474101       0.465965  ACCEPT
      73481.289       2.594116       0.625970  ACCEPT
      73483.883       2.564019       0.795905  ACCEPT
      73486.447       2.415413       0.710826  ACCEPT
      73488.863       2.327455       0.504015  ACCEPT
      73491.190       2.402343       0.428321  ACCEPT
      73493.592       2.561672       0.531425  ACCEPT
      73496.154       2.616241       0.757609  ACCEPT
      73498.770       2.489037       0.811779  ACCEPT
      73501.259       2.335534       0.590989  ACCEPT
      73503.595       2.335140       0.425722  ACCEPT
      73505.930       2.493045       0.449327  ACCEPT
      73508.423       2.633057       0.660099  ACCEPT
      73511.056       2.575022       0.865039  ACCEPT
      73513.631       2.385702       0.719709  ACCEPT
      73516.017       2.293123       0.467249  ACCEPT
      73518.310       2.403035       0.397862  ACCEPT
      73520.713       2.600496       0.539245  ACCEPT
      73523.314       2.648144       0.829572  ACCEPT
      73525.962       2.474078       0.861722  ACCEPT
      73528.436       2.293942       0.564273  ACCEPT
      73530.730       2.314872       0.386448  ACCEPT
      73533.045       2.519715       0.434063  ACCEPT
      73535.564       2.679682       0.709093  ACCEPT
      73538.244       2.583362       0.953073  ACCEPT
      73540.827       2.347483       0.722476  ACCEPT
      73543.175       2.254657       0.424557  ACCEPT
      73545.429       2.408439       0.366923  ACCEPT
      73547.838       2.648886       0.554453  ACCEPT
      73550.487       2.682457       0.926042  ACCEPT
      73553.169       2.451597       0.916217  ACCEPT
      73555.621       2.245391       0.528814  ACCEPT
      73557.866       2.295481       0.345723  ACCEPT
      73560.162       2.554881       0.421305  ACCEPT
      73562.717       2.733341       0.776736  ACCEPT
      73565.450       2.587507       1.061825  REJECT
      73565.450       2.300984       0.534835  ACCEPT
      73567.751       2.346994       0.396817  ACCEPT
      73570.098       2.541186       0.468587  ACCEPT
      73572.639       2.661466       0.737123  ACCEPT
      73575.301       2.545982       0.907245  ACCEPT
      73577.847       2.336431       0.666076  ACCEPT
      73580.183       2.280818       0.418443  ACCEPT
      73582.464       2.443464       0.392918  ACCEPT
      73584.907       2.650869       0.597871  ACCEPT
      73587.558       2.644290       0.917993  ACCEPT
      73590.202       2.420939       0.839482  ACCEPT
      73592.623       2.256441       0.497340  ACCEPT
      73594.880       2.335263       0.359034  ACCEPT
      73597.215       2.579594       0.462887  ACCEPT
      73599.795       2.708313       0.810748  ACCEPT
      73602.503       2.541933       0.995029  ACCEPT
      73605.045       2.290021       0.649761  ACCEPT
