# simv0 diagnostic: method selection + RK45 step-size log
# DECOUPLED method: Classical RK4
#   reason: Stiffness: tau/h=   3.9 < 5, tol=  0.100 K: O(h^4) accuracy
# COUPLED   method: Classical RK4
#   reason: BTE-NS coupling, tau/h=   3.9, tol=  0.100 K: O(h^4) accuracy
# SPATIAL   method: RK45 Dormand-Prince (adaptive)
#   reason: Spatial 1D PDE, tau/h=   3.9: adaptive error control essential
#
# RK45 adaptive log (spatial mode only):
# t(s)          h_used(s)      err_norm       accept
          0.000     100.000000***************  REJECT
      31397.925       2.486617       0.376407  ACCEPT
      31400.411       2.720945       0.674804  ACCEPT
      31403.132       2.649273       1.064711  REJECT
      31403.132       2.354631       0.533797  ACCEPT
      31405.487       2.402648       0.456948  ACCEPT
      31407.890       2.529061       0.529159  ACCEPT
      31410.419       2.585143       0.704960  ACCEPT
      31413.004       2.495136       0.768072  ACCEPT
      31415.499       2.367316       0.609127  ACCEPT
      31417.866       2.352649       0.461464  ACCEPT
      31420.219       2.471565       0.465981  ACCEPT
      31422.690       2.591439       0.625964  ACCEPT
      31425.282       2.561378       0.795868  ACCEPT
      31427.843       2.412948       0.710805  ACCEPT
      31430.256       2.325093       0.504028  ACCEPT
      31432.581       2.399893       0.428342  ACCEPT
      31434.981       2.559036       0.531433  ACCEPT
      31437.540       2.613540       0.757579  ACCEPT
      31440.154       2.486486       0.811739  ACCEPT
      31442.640       2.333164       0.590988  ACCEPT
      31444.973       2.332771       0.425743  ACCEPT
      31447.306       2.490491       0.449345  ACCEPT
      31449.797       2.630338       0.660088  ACCEPT
      31452.427       2.572372       0.864988  ACCEPT
      31454.999       2.383275       0.719687  ACCEPT
      31457.383       2.290805       0.467266  ACCEPT
      31459.673       2.400589       0.397885  ACCEPT
      31462.074       2.597818       0.539252  ACCEPT
      31464.672       2.645409       0.829528  ACCEPT
      31467.317       2.471549       0.861671  ACCEPT
      31469.789       2.291624       0.564277  ACCEPT
      31472.080       2.312530       0.386472  ACCEPT
      31474.393       2.517134       0.434083  ACCEPT
      31476.910       2.676912       0.709073  ACCEPT
      31479.587       2.580706       0.953002  ACCEPT
      31482.168       2.345104       0.722453  ACCEPT
      31484.513       2.252386       0.424579  ACCEPT
      31486.765       2.405990       0.366948  ACCEPT
      31489.171       2.646155       0.554459  ACCEPT
      31491.817       2.679686       0.925980  ACCEPT
      31494.497       2.449097       0.916155  ACCEPT
      31496.946       2.243132       0.528822  ACCEPT
      31499.189       2.293165       0.345750  ACCEPT
      31501.482       2.552263       0.421326  ACCEPT
      31504.035       2.730513       0.776706  ACCEPT
      31506.765       2.584850       1.061732  REJECT
      31506.765       2.298661       0.534844  ACCEPT
      31509.064       2.344618       0.396839  ACCEPT
      31511.408       2.538584       0.468602  ACCEPT
      31513.947       2.658724       0.737099  ACCEPT
      31516.606       2.543377       0.907189  ACCEPT
      31519.149       2.334069       0.666065  ACCEPT
      31521.483       2.278520       0.418463  ACCEPT
      31523.762       2.440978       0.392940  ACCEPT
      31526.203       2.648142       0.597870  ACCEPT
      31528.851       2.641572       0.917935  ACCEPT
      31531.492       2.418481       0.839440  ACCEPT
      31533.911       2.254173       0.497352  ACCEPT
      31536.165       2.332904       0.359058  ACCEPT
      31538.498       2.576952       0.462902  ACCEPT
      31541.075       2.705521       0.810711  ACCEPT
      31543.780       2.539336       0.994955  ACCEPT
      31546.320       2.287716       0.649752  ACCEPT
      31548.608       2.244373       0.374057  ACCEPT
      31550.852       2.458952       0.367346  ACCEPT
      31553.311       2.703818       0.632788  ACCEPT
      31556.015       2.666664       1.035079  REJECT
      31556.015       2.383505       0.536091  ACCEPT
      31558.398       2.430025       0.490846  ACCEPT
      31560.828       2.521530       0.559591  ACCEPT
      31563.350       2.548781       0.685403  ACCEPT
      31565.898       2.473921       0.707172  ACCEPT
      31568.372       2.386291       0.586289  ACCEPT
      31570.759       2.389701       0.486917  ACCEPT
      31573.148       2.483677       0.506709  ACCEPT
      31575.632       2.560860       0.635555  ACCEPT
      31578.193       2.523467       0.737548  ACCEPT
      31580.716       2.413693       0.656966  ACCEPT
      31583.130       2.362740       0.511526  ACCEPT
      31585.493       2.431559       0.469659  ACCEPT
      31587.924       2.545487       0.566023  ACCEPT
      31590.470       2.567122       0.725050  ACCEPT
      31593.037       2.463857       0.732056  ACCEPT
      31595.501       2.360202       0.568706  ACCEPT
      31597.861       2.378013       0.458478  ACCEPT
      31600.239       2.501456       0.497166  ACCEPT
      31602.741       2.589018       0.666140  ACCEPT
      31605.330       2.527345       0.782749  ACCEPT
      31607.857       2.388815       0.656601  ACCEPT
      31610.246       2.338647       0.480883  ACCEPT
      31612.584       2.436684       0.446691  ACCEPT
      31615.021       2.576560       0.578302  ACCEPT
      31617.598       2.587330       0.778599  ACCEPT
      31620.185       2.448113       0.759100  ACCEPT
      31622.633       2.328168       0.543847  ACCEPT
      31624.961       2.366799       0.426214  ACCEPT
      31627.328       2.526261       0.489450  ACCEPT
      31629.854       2.622884       0.709766  ACCEPT
      31632.477       2.528125       0.839188  ACCEPT
      31635.005       2.356510       0.650281  ACCEPT
      31637.362       2.311488       0.444339  ACCEPT
      31639.673       2.446760       0.422738  ACCEPT
      31642.120       2.615891       0.598732  ACCEPT
      31644.736       2.608648       0.850186  ACCEPT
      31647.345       2.425243       0.786798  ACCEPT
      31649.770       2.289945       0.511025  ACCEPT
      31652.060       2.357106       0.391138  ACCEPT
      31654.417       2.559503       0.484794  ACCEPT
      31656.976       2.662483       0.770804  ACCEPT
      31659.639       2.524297       0.908119  ACCEPT
      31662.163       2.316085       0.635983  ACCEPT
      31664.479       2.281959       0.403012  ACCEPT
      31666.761       2.463127       0.398885  ACCEPT
      31669.224       2.664156       0.630019  ACCEPT
      31671.888       2.629853       0.944328  ACCEPT
      31674.518       2.394139       0.812747  ACCEPT
      31676.912       2.245953       0.470688  ACCEPT
      31679.158       2.350156       0.354893  ACCEPT
      31681.509       2.602074       0.484513  ACCEPT
      31684.111       2.707079       0.854118  ACCEPT
      31686.818       2.514432       0.989548  ACCEPT
      31689.332       2.267749       0.612393  ACCEPT
      31691.600       2.251290       0.359162  ACCEPT
      31693.851       2.486658       0.376407  ACCEPT
      31696.338       2.720989       0.674804  ACCEPT
      31699.059       2.649317       1.064711  REJECT
      31699.059       2.354670       0.533797  ACCEPT
      31701.414       2.402688       0.456948  ACCEPT
      31703.816       2.529103       0.529159  ACCEPT
      31706.345       2.585185       0.704960  ACCEPT
      31708.931       2.495177       0.768072  ACCEPT
      31711.426       2.367355       0.609127  ACCEPT
      31713.793       2.352688       0.461464  ACCEPT
      31716.146       2.471606       0.465981  ACCEPT
      31718.617       2.591481       0.625964  ACCEPT
      31721.209       2.561420       0.795868  ACCEPT
      31723.770       2.412988       0.710805  ACCEPT
      31726.183       2.325131       0.504028  ACCEPT
      31728.508       2.399933       0.428342  ACCEPT
      31730.908       2.559078       0.531433  ACCEPT
      31733.467       2.613583       0.757579  ACCEPT
      31736.081       2.486527       0.811738  ACCEPT
      31738.567       2.333203       0.590988  ACCEPT
      31740.901       2.332809       0.425744  ACCEPT
      31743.233       2.490532       0.449345  ACCEPT
      31745.724       2.630381       0.660087  ACCEPT
      31748.354       2.572414       0.864987  ACCEPT
      31750.927       2.383315       0.719687  ACCEPT
      31753.310       2.290842       0.467266  ACCEPT
      31755.601       2.400628       0.397885  ACCEPT
      31758.002       2.597861       0.539252  ACCEPT
      31760.599       2.645453       0.829527  ACCEPT
      31763.245       2.471590       0.861671  ACCEPT
      31765.716       2.291662       0.564277  ACCEPT
      31768.008       2.312569       0.386472  ACCEPT
      31770.321       2.517175       0.434083  ACCEPT
      31772.838       2.676956       0.709073  ACCEPT
      31775.515       2.580748       0.953002  ACCEPT
      31778.096       2.345143       0.722452  ACCEPT
      31780.441       2.252424       0.424579  ACCEPT
      31782.693       2.406029       0.366949  ACCEPT
      31785.099       2.646198       0.554459  ACCEPT
      31787.745       2.679730       0.925979  ACCEPT
      31790.425       2.449138       0.916155  ACCEPT
      31792.874       2.243169       0.528822  ACCEPT
      31795.117       2.293204       0.345750  ACCEPT
      31797.411       2.552305       0.421327  ACCEPT
      31799.963       2.730558       0.776706  ACCEPT
      31802.694       2.584893       1.061732  REJECT
      31802.694       2.298699       0.534844  ACCEPT
      31804.992       2.344657       0.396839  ACCEPT
      31807.337       2.538626       0.468602  ACCEPT
      31809.875       2.658768       0.737099  ACCEPT
      31812.534       2.543419       0.907188  ACCEPT
      31815.078       2.334108       0.666065  ACCEPT
      31817.412       2.278558       0.418463  ACCEPT
      31819.690       2.441019       0.392940  ACCEPT
      31822.131       2.648186       0.597870  ACCEPT
      31824.780       2.641616       0.917934  ACCEPT
      31827.421       2.418521       0.839440  ACCEPT
      31829.840       2.254210       0.497352  ACCEPT
      31832.094       2.332943       0.359059  ACCEPT
      31834.427       2.576995       0.462902  ACCEPT
      31837.004       2.705566       0.810711  ACCEPT
      31839.709       2.539379       0.994955  ACCEPT
      31842.249       2.287754       0.649752  ACCEPT
      31844.537       2.244411       0.374057  ACCEPT
      31846.781       2.458993       0.367346  ACCEPT
      31849.240       2.703863       0.632788  ACCEPT
      31851.944       2.666708       1.035078  REJECT
      31851.944       2.383545       0.536091  ACCEPT
      31854.327       2.430066       0.490846  ACCEPT
      31856.757       2.521573       0.559591  ACCEPT
      31859.279       2.548824       0.685403  ACCEPT
      31861.828       2.473962       0.707172  ACCEPT
      31864.302       2.386331       0.586289  ACCEPT
      31866.688       2.389741       0.486918  ACCEPT
      31869.078       2.483718       0.506709  ACCEPT
      31871.562       2.560902       0.635555  ACCEPT
      31874.122       2.523510       0.737548  ACCEPT
      31876.646       2.413734       0.656966  ACCEPT
      31879.060       2.362780       0.511527  ACCEPT
      31881.422       2.431600       0.469659  ACCEPT
      31883.854       2.545529       0.566023  ACCEPT
      31886.400       2.567165       0.725050  ACCEPT
      31888.967       2.463898       0.732055  ACCEPT
      31891.431       2.360242       0.568706  ACCEPT
      31893.791       2.378053       0.458478  ACCEPT
      31896.169       2.501498       0.497166  ACCEPT
      31898.670       2.589061       0.666140  ACCEPT
      31901.260       2.527387       0.782749  ACCEPT
      31903.787       2.388855       0.656601  ACCEPT
      31906.176       2.338687       0.480884  ACCEPT
      31908.514       2.436725       0.446691  ACCEPT
      31910.951       2.576603       0.578302  ACCEPT
      31913.528       2.587373       0.778599  ACCEPT
      31916.115       2.448155       0.759100  ACCEPT
      31918.563       2.328207       0.543848  ACCEPT
      31920.892       2.366839       0.426214  ACCEPT
      31923.258       2.526304       0.489450  ACCEPT
      31925.785       2.622928       0.709765  ACCEPT
      31928.408       2.528168       0.839188  ACCEPT
      31930.936       2.356550       0.650281  ACCEPT
      31933.292       2.311527       0.444339  ACCEPT
      31935.604       2.446801       0.422738  ACCEPT
      31938.051       2.615935       0.598732  ACCEPT
      31940.667       2.608692       0.850186  ACCEPT
      31943.275       2.425284       0.786798  ACCEPT
      31945.701       2.289984       0.511025  ACCEPT
      31947.991       2.357146       0.391138  ACCEPT
      31950.348       2.559546       0.484794  ACCEPT
      31952.907       2.662528       0.770804  ACCEPT
      31955.570       2.524340       0.908119  ACCEPT
      31958.094       2.316124       0.635983  ACCEPT
      31960.410       2.281998       0.403012  ACCEPT
      31962.692       2.463169       0.398886  ACCEPT
      31965.155       2.664201       0.630019  ACCEPT
      31967.820       2.629897       0.944328  ACCEPT
      31970.449       2.394180       0.812747  ACCEPT
      31972.844       2.245992       0.470688  ACCEPT
      31975.090       2.350195       0.354893  ACCEPT
      31977.440       2.602118       0.484513  ACCEPT
      31980.042       2.707125       0.854118  ACCEPT
      31982.749       2.514475       0.989547  ACCEPT
      31985.264       2.267788       0.612393  ACCEPT
      31987.531       2.251329       0.359162  ACCEPT
      31989.783       2.486700       0.376408  ACCEPT
      31992.269       2.721036       0.674804  ACCEPT
      31994.990       2.649362       1.064710  REJECT
      31994.990       2.354710       0.533797  ACCEPT
      31997.345       2.402728       0.456948  ACCEPT
      31999.748       2.529146       0.529159  ACCEPT
      32002.277       2.585229       0.704960  ACCEPT
      32004.862       2.495219       0.768071  ACCEPT
      32007.357       2.367396       0.609127  ACCEPT
      32009.725       2.352728       0.461465  ACCEPT
      32012.078       2.471648       0.465981  ACCEPT
      32014.549       2.591525       0.625963  ACCEPT
      32017.141       2.561463       0.795868  ACCEPT
      32019.702       2.413029       0.710805  ACCEPT
      32022.115       2.325171       0.504028  ACCEPT
      32024.440       2.399974       0.428342  ACCEPT
      32026.840       2.559121       0.531433  ACCEPT
      32029.400       2.613628       0.757579  ACCEPT
      32032.013       2.486570       0.811738  ACCEPT
      32034.500       2.333243       0.590988  ACCEPT
      32036.833       2.332849       0.425744  ACCEPT
      32039.166       2.490575       0.449345  ACCEPT
      32041.656       2.630426       0.660087  ACCEPT
      32044.287       2.572458       0.864987  ACCEPT
      32046.859       2.383356       0.719687  ACCEPT
      32049.243       2.290882       0.467266  ACCEPT
      32051.533       2.400670       0.397886  ACCEPT
      32053.934       2.597905       0.539252  ACCEPT
      32056.532       2.645498       0.829527  ACCEPT
      32059.178       2.471632       0.861671  ACCEPT
      32061.649       2.291702       0.564277  ACCEPT
      32063.941       2.312608       0.386473  ACCEPT
      32066.254       2.517218       0.434084  ACCEPT
      32068.771       2.677002       0.709073  ACCEPT
      32071.448       2.580793       0.953001  ACCEPT
      32074.029       2.345184       0.722452  ACCEPT
      32076.374       2.252462       0.424579  ACCEPT
      32078.626       2.406071       0.366949  ACCEPT
      32081.032       2.646244       0.554459  ACCEPT
      32083.678       2.679776       0.925979  ACCEPT
      32086.358       2.449180       0.916154  ACCEPT
      32088.807       2.243208       0.528822  ACCEPT
      32091.051       2.293243       0.345750  ACCEPT
      32093.344       2.552349       0.421327  ACCEPT
      32095.896       2.730605       0.776705  ACCEPT
      32098.627       2.584938       1.061731  REJECT
      32098.627       2.298739       0.534844  ACCEPT
      32100.926       2.344697       0.396840  ACCEPT
      32103.270       2.538670       0.468602  ACCEPT
      32105.809       2.658814       0.737099  ACCEPT
      32108.468       2.543463       0.907188  ACCEPT
      32111.011       2.334148       0.666065  ACCEPT
      32113.345       2.278598       0.418464  ACCEPT
      32115.624       2.441061       0.392940  ACCEPT
      32118.065       2.648231       0.597870  ACCEPT
      32120.713       2.641661       0.917934  ACCEPT
      32123.355       2.418563       0.839439  ACCEPT
      32125.773       2.254250       0.497352  ACCEPT
      32128.028       2.332983       0.359059  ACCEPT
      32130.361       2.577039       0.462903  ACCEPT
      32132.938       2.705613       0.810711  ACCEPT
      32135.643       2.539423       0.994954  ACCEPT
      32138.183       2.287794       0.649752  ACCEPT
      32140.471       2.244450       0.374057  ACCEPT
      32142.715       2.459035       0.367346  ACCEPT
      32145.174       2.703910       0.632788  ACCEPT
      32147.878       2.666754       1.035078  REJECT
      32147.878       2.383586       0.536091  ACCEPT
      32150.262       2.430108       0.490847  ACCEPT
      32152.692       2.521616       0.559591  ACCEPT
      32155.213       2.548868       0.685403  ACCEPT
      32157.762       2.474005       0.707171  ACCEPT
      32160.236       2.386372       0.586289  ACCEPT
      32162.623       2.389783       0.486918  ACCEPT
      32165.012       2.483761       0.506709  ACCEPT
      32167.496       2.560947       0.635554  ACCEPT
      32170.057       2.523553       0.737548  ACCEPT
      32172.581       2.413776       0.656966  ACCEPT
      32174.994       2.362821       0.511527  ACCEPT
      32177.357       2.431642       0.469659  ACCEPT
      32179.789       2.545574       0.566023  ACCEPT
      32182.334       2.567210       0.725050  ACCEPT
      32184.902       2.463941       0.732055  ACCEPT
      32187.366       2.360283       0.568706  ACCEPT
      32189.726       2.378094       0.458479  ACCEPT
      32192.104       2.501542       0.497167  ACCEPT
      32194.605       2.589106       0.666140  ACCEPT
      32197.195       2.527431       0.782749  ACCEPT
      32199.722       2.388897       0.656601  ACCEPT
      32202.111       2.338728       0.480884  ACCEPT
      32204.450       2.436768       0.446691  ACCEPT
      32206.886       2.576648       0.578302  ACCEPT
      32209.463       2.587419       0.778599  ACCEPT
      32212.050       2.448198       0.759100  ACCEPT
      32214.499       2.328248       0.543848  ACCEPT
      32216.827       2.366880       0.426214  ACCEPT
      32219.194       2.526348       0.489450  ACCEPT
      32221.720       2.622974       0.709765  ACCEPT
      32224.343       2.528212       0.839188  ACCEPT
      32226.871       2.356591       0.650281  ACCEPT
      32229.228       2.311567       0.444339  ACCEPT
      32231.539       2.446844       0.422738  ACCEPT
      32233.986       2.615980       0.598732  ACCEPT
      32236.602       2.608738       0.850186  ACCEPT
      32239.211       2.425326       0.786798  ACCEPT
      32241.636       2.290024       0.511025  ACCEPT
      32243.926       2.357188       0.391138  ACCEPT
      32246.284       2.559591       0.484794  ACCEPT
      32248.843       2.662574       0.770803  ACCEPT
      32251.506       2.524384       0.908118  ACCEPT
      32254.030       2.316165       0.635983  ACCEPT
      32256.346       2.282038       0.403012  ACCEPT
      32258.628       2.463212       0.398886  ACCEPT
      32261.092       2.664248       0.630019  ACCEPT
      32263.756       2.629943       0.944327  ACCEPT
      32266.386       2.394222       0.812747  ACCEPT
      32268.780       2.246031       0.470688  ACCEPT
      32271.026       2.350237       0.354893  ACCEPT
      32273.376       2.602164       0.484514  ACCEPT
      32275.978       2.707172       0.854118  ACCEPT
      32278.686       2.514519       0.989547  ACCEPT
      32281.200       2.267828       0.612393  ACCEPT
      32283.468       2.251369       0.359162  ACCEPT
      32285.719       2.486744       0.376408  ACCEPT
      32288.206       2.721083       0.674804  ACCEPT
      32290.927       2.649408       1.064710  REJECT
      32290.927       2.354752       0.533797  ACCEPT
      32293.282       2.402771       0.456948  ACCEPT
      32295.685       2.529190       0.529159  ACCEPT
      32298.214       2.585275       0.704960  ACCEPT
      32300.799       2.495263       0.768071  ACCEPT
      32303.294       2.367438       0.609127  ACCEPT
      32305.662       2.352770       0.461465  ACCEPT
      32308.015       2.471692       0.465981  ACCEPT
      32310.486       2.591571       0.625963  ACCEPT
      32313.078       2.561509       0.795867  ACCEPT
      32315.639       2.413072       0.710805  ACCEPT
      32318.052       2.325212       0.504028  ACCEPT
      32320.378       2.400017       0.428342  ACCEPT
      32322.778       2.559166       0.531433  ACCEPT
      32325.337       2.613674       0.757579  ACCEPT
      32327.950       2.486614       0.811738  ACCEPT
      32330.437       2.333285       0.590988  ACCEPT
      32332.770       2.332891       0.425744  ACCEPT
      32335.103       2.490619       0.449345  ACCEPT
      32337.594       2.630472       0.660087  ACCEPT
      32340.224       2.572504       0.864987  ACCEPT
      32342.797       2.383398       0.719687  ACCEPT
      32345.180       2.290923       0.467266  ACCEPT
      32347.471       2.400712       0.397886  ACCEPT
      32349.872       2.597951       0.539252  ACCEPT
      32352.470       2.645545       0.829527  ACCEPT
      32355.115       2.471676       0.861670  ACCEPT
      32357.587       2.291743       0.564277  ACCEPT
      32359.879       2.312650       0.386473  ACCEPT
      32362.191       2.517263       0.434084  ACCEPT
      32364.709       2.677050       0.709073  ACCEPT
      32367.386       2.580838       0.953001  ACCEPT
      32369.967       2.345226       0.722452  ACCEPT
      32372.312       2.252503       0.424579  ACCEPT
      32374.564       2.406114       0.366949  ACCEPT
      32376.970       2.646291       0.554459  ACCEPT
      32379.617       2.679823       0.925978  ACCEPT
      32382.297       2.449224       0.916154  ACCEPT
      32384.746       2.243248       0.528822  ACCEPT
      32386.989       2.293284       0.345750  ACCEPT
      32389.282       2.552395       0.421327  ACCEPT
      32391.835       2.730653       0.776705  ACCEPT
      32394.565       2.584984       1.061731  REJECT
      32394.565       2.298780       0.534844  ACCEPT
      32396.864       2.344739       0.396840  ACCEPT
      32399.209       2.538716       0.468602  ACCEPT
      32401.748       2.658862       0.737098  ACCEPT
      32404.406       2.543508       0.907188  ACCEPT
      32406.950       2.334190       0.666065  ACCEPT
      32409.284       2.278639       0.418464  ACCEPT
      32411.563       2.441105       0.392940  ACCEPT
      32414.004       2.648279       0.597870  ACCEPT
      32416.652       2.641708       0.917933  ACCEPT
      32419.294       2.418606       0.839439  ACCEPT
      32421.713       2.254290       0.497352  ACCEPT
      32423.967       2.333025       0.359059  ACCEPT
      32426.300       2.577086       0.462903  ACCEPT
      32428.877       2.705661       0.810711  ACCEPT
      32431.583       2.539468       0.994954  ACCEPT
      32434.122       2.287835       0.649752  ACCEPT
      32436.410       2.244490       0.374058  ACCEPT
      32438.654       2.459080       0.367346  ACCEPT
      32441.113       2.703958       0.632788  ACCEPT
      32443.817       2.666802       1.035077  REJECT
      32443.817       2.383629       0.536091  ACCEPT
      32446.201       2.430152       0.490847  ACCEPT
      32448.631       2.521662       0.559591  ACCEPT
      32451.153       2.548914       0.685403  ACCEPT
      32453.702       2.474050       0.707171  ACCEPT
      32456.176       2.386415       0.586289  ACCEPT
      32458.562       2.389826       0.486918  ACCEPT
      32460.952       2.483806       0.506709  ACCEPT
      32463.436       2.560993       0.635554  ACCEPT
      32465.997       2.523599       0.737548  ACCEPT
      32468.520       2.413820       0.656966  ACCEPT
      32470.934       2.362864       0.511527  ACCEPT
      32473.297       2.431686       0.469659  ACCEPT
      32475.729       2.545620       0.566023  ACCEPT
      32478.274       2.567256       0.725050  ACCEPT
      32480.842       2.463986       0.732055  ACCEPT
      32483.306       2.360326       0.568706  ACCEPT
      32485.666       2.378137       0.458479  ACCEPT
      32488.044       2.501587       0.497167  ACCEPT
      32490.546       2.589153       0.666140  ACCEPT
      32493.135       2.527477       0.782749  ACCEPT
      32495.662       2.388940       0.656601  ACCEPT
      32498.051       2.338770       0.480884  ACCEPT
      32500.390       2.436812       0.446691  ACCEPT
      32502.827       2.576695       0.578302  ACCEPT
      32505.404       2.587465       0.778598  ACCEPT
      32507.991       2.448242       0.759099  ACCEPT
      32510.439       2.328290       0.543848  ACCEPT
      32512.768       2.366923       0.426215  ACCEPT
      32515.134       2.526394       0.489450  ACCEPT
      32517.661       2.623021       0.709765  ACCEPT
      32520.284       2.528258       0.839187  ACCEPT
      32522.812       2.356634       0.650281  ACCEPT
      32525.169       2.311610       0.444339  ACCEPT
      32527.480       2.446888       0.422738  ACCEPT
      32529.927       2.616028       0.598732  ACCEPT
      32532.543       2.608785       0.850185  ACCEPT
      32535.152       2.425371       0.786797  ACCEPT
      32537.577       2.290066       0.511025  ACCEPT
      32539.868       2.357231       0.391138  ACCEPT
      32542.225       2.559638       0.484794  ACCEPT
      32544.784       2.662622       0.770803  ACCEPT
      32547.447       2.524430       0.908118  ACCEPT
      32549.971       2.316207       0.635983  ACCEPT
      32552.288       2.282080       0.403012  ACCEPT
      32554.570       2.463257       0.398886  ACCEPT
      32557.033       2.664296       0.630019  ACCEPT
      32559.697       2.629991       0.944327  ACCEPT
      32562.327       2.394266       0.812747  ACCEPT
      32564.722       2.246073       0.470688  ACCEPT
      32566.968       2.350280       0.354893  ACCEPT
      32569.318       2.602211       0.484514  ACCEPT
      32571.920       2.707222       0.854117  ACCEPT
      32574.627       2.514565       0.989546  ACCEPT
      32577.142       2.267870       0.612393  ACCEPT
      32579.410       2.251410       0.359162  ACCEPT
      32581.661       2.486789       0.376408  ACCEPT
      32584.148       2.721133       0.674803  ACCEPT
      32586.869       2.649457       1.064709  REJECT
      32586.869       2.354795       0.533797  ACCEPT
      32589.224       2.402815       0.456948  ACCEPT
      32591.627       2.529236       0.529159  ACCEPT
      32594.156       2.585322       0.704959  ACCEPT
      32596.741       2.495309       0.768071  ACCEPT
      32599.237       2.367481       0.609127  ACCEPT
      32601.604       2.352813       0.461465  ACCEPT
      32603.957       2.471737       0.465981  ACCEPT
      32606.429       2.591618       0.625963  ACCEPT
      32609.020       2.561556       0.795867  ACCEPT
      32611.582       2.413116       0.710805  ACCEPT
      32613.995       2.325255       0.504028  ACCEPT
      32616.320       2.400061       0.428343  ACCEPT
      32618.720       2.559213       0.531433  ACCEPT
      32621.279       2.613722       0.757578  ACCEPT
      32623.893       2.486660       0.811738  ACCEPT
      32626.380       2.333328       0.590988  ACCEPT
      32628.713       2.332934       0.425744  ACCEPT
      32631.046       2.490665       0.449345  ACCEPT
      32633.537       2.630521       0.660087  ACCEPT
      32636.167       2.572551       0.864986  ACCEPT
      32638.740       2.383442       0.719686  ACCEPT
      32641.123       2.290965       0.467266  ACCEPT
      32643.414       2.400757       0.397886  ACCEPT
      32645.815       2.597999       0.539252  ACCEPT
      32648.413       2.645593       0.829526  ACCEPT
      32651.059       2.471722       0.861670  ACCEPT
      32653.530       2.291785       0.564277  ACCEPT
      32655.822       2.312693       0.386473  ACCEPT
      32658.135       2.517310       0.434084  ACCEPT
      32660.652       2.677099       0.709072  ACCEPT
      32663.329       2.580886       0.953000  ACCEPT
      32665.910       2.345269       0.722452  ACCEPT
      32668.255       2.252545       0.424579  ACCEPT
      32670.508       2.406158       0.366949  ACCEPT
      32672.914       2.646340       0.554459  ACCEPT
      32675.560       2.679873       0.925978  ACCEPT
      32678.240       2.449269       0.916154  ACCEPT
      32680.690       2.243290       0.528822  ACCEPT
      32682.933       2.293327       0.345751  ACCEPT
      32685.226       2.552442       0.421327  ACCEPT
      32687.779       2.730704       0.776705  ACCEPT
      32690.509       2.585032       1.061730  REJECT
      32690.509       2.298823       0.534844  ACCEPT
      32692.808       2.344783       0.396840  ACCEPT
      32695.153       2.538763       0.468602  ACCEPT
      32697.692       2.658911       0.737098  ACCEPT
      32700.351       2.543555       0.907187  ACCEPT
      32702.894       2.334234       0.666065  ACCEPT
      32705.228       2.278681       0.418464  ACCEPT
      32707.507       2.441150       0.392940  ACCEPT
      32709.948       2.648328       0.597870  ACCEPT
      32712.597       2.641757       0.917933  ACCEPT
      32715.238       2.418651       0.839439  ACCEPT
      32717.657       2.254332       0.497353  ACCEPT
      32719.911       2.333069       0.359059  ACCEPT
      32722.244       2.577134       0.462903  ACCEPT
      32724.821       2.705712       0.810710  ACCEPT
      32727.527       2.539515       0.994953  ACCEPT
      32730.067       2.287878       0.649752  ACCEPT
      32732.355       2.244532       0.374058  ACCEPT
      32734.599       2.459125       0.367347  ACCEPT
      32737.058       2.704008       0.632788  ACCEPT
      32739.762       2.666851       1.035077  REJECT
      32739.762       2.383674       0.536091  ACCEPT
      32742.146       2.430197       0.490847  ACCEPT
      32744.576       2.521709       0.559591  ACCEPT
      32747.098       2.548961       0.685403  ACCEPT
      32749.647       2.474096       0.707171  ACCEPT
      32752.121       2.386460       0.586289  ACCEPT
      32754.507       2.389871       0.486918  ACCEPT
      32756.897       2.483852       0.506710  ACCEPT
      32759.381       2.561041       0.635554  ACCEPT
      32761.942       2.523646       0.737548  ACCEPT
      32764.466       2.413865       0.656966  ACCEPT
      32766.880       2.362908       0.511527  ACCEPT
      32769.243       2.431732       0.469659  ACCEPT
      32771.674       2.545667       0.566023  ACCEPT
      32774.220       2.567304       0.725049  ACCEPT
      32776.787       2.464032       0.732055  ACCEPT
      32779.251       2.360370       0.568706  ACCEPT
      32781.612       2.378182       0.458479  ACCEPT
      32783.990       2.501634       0.497167  ACCEPT
      32786.491       2.589202       0.666139  ACCEPT
      32789.081       2.527524       0.782748  ACCEPT
      32791.608       2.388985       0.656600  ACCEPT
      32793.997       2.338814       0.480884  ACCEPT
      32796.336       2.436858       0.446691  ACCEPT
      32798.773       2.576743       0.578302  ACCEPT
      32801.350       2.587514       0.778598  ACCEPT
      32803.937       2.448288       0.759099  ACCEPT
      32806.385       2.328334       0.543848  ACCEPT
      32808.714       2.366968       0.426215  ACCEPT
      32811.081       2.526441       0.489450  ACCEPT
      32813.607       2.623071       0.709765  ACCEPT
      32816.230       2.528306       0.839187  ACCEPT
      32818.758       2.356678       0.650280  ACCEPT
      32821.115       2.311653       0.444339  ACCEPT
      32823.427       2.446934       0.422738  ACCEPT
      32825.874       2.616077       0.598732  ACCEPT
      32828.490       2.608834       0.850185  ACCEPT
      32831.099       2.425416       0.786797  ACCEPT
      32833.524       2.290110       0.511025  ACCEPT
